Year,Allspice ,Apples ,Apples Dried,Ashes ,Axe ,Bacon ,Bark ,Bark Birchbark,Barley ,Barley Brewer,Barley Gerste,Barley Kauf,Barley Verkauf,Bean Fave,Bean Vetches,Beans ,Beans Kauf,Beans White,Beef ,Beef Dressed,Beef Kauf,Beef Salt,Beef Salted,Beef Verkauf,Beer ,Beer Ausschank,Beer Branauer,Beer Brown,Beer Double,Beer Einbecker,Beer Frankfurter,Beer Freistaedter,Beer Iglauer,Beer Kauf,Beer Regensburger,Beer Schweinitzer,Beer Strong,Beer Verkauf,Beer White,Beer Wholesale,Boards ,Books ,Boots Kauf,Boots Leather,Brandy ,Brandy French,Brandy Kauf,Brandy Verkauf,Brandy Wholesale,Bread ,Bread Brown,Bread Kauf,Bread Rye,Bread Wheat,Bread White,Brick ,Bricks ,Buchwheat Verkauf,Butter ,Cabbage ,Candle ,Candle Tallow,Candle Wax,Candles ,Candles Tallow,Candles Wax,Canvas ,Caraway Kauf,Carp ,Charcoal ,Charcoal Oak,Cheese ,Cheese Factory,Cheese Hollander,Cheese Kauf,Cheese Lot,Cheese speis,Chicken ,Chicken Dressed,Chickpeas ,Chicory ,Chocolate ,Cider ,Cinnamon ,Cinnamon Bulk,Cinnamon Kauf,Cloth ,Cloth Alto,Cloth Basso,Cloth Bleached Cotton,Cloth Brugge,Cloth Coat-White,Cloth Cotton,Cloth English Black,Cloth English Red,Cloth Garnet,Cloth Gown-White,Cloth Holland,Cloth Italian,Cloth Kersey,Cloth Linen,Cloth London fine,Cloth London Import,Cloth Nurenburg,Cloth Paduan,Cloth Sacking,Cloth Says,Cloth Scarlet,Cloth Shirting,Cloth Silesian,Cloth Spanish,Cloth Tow,Cloth Velvet,Cloth Venitian,Cloth White,Cloth Wool,Cloth Woolen,Cloth Woolen-High,Cloth Woolen-Low,Clothing Stockings,Clothing Suit,Clothing Workgloves,Cloves ,Cloves Kauf,Coal ,Coal North,Coal Pithead,Coal Southern,Coalgas ,Cocao ,Cod Salt,Codfish ,Codfish Jamaica,Codfish Merchantable,Codfish Refuse,Coffee ,Copper ,Cordage ,Cotton ,Cream ,Currants ,Eggs ,Firewood ,Firewood Dornwellen,Firewood Hard,Firewood Holzwellen,Firewood Soft,Fish ,Flax ,Flour ,Flour Bean,Flour Chestnut,Flour Corn,Flour Wheat,Garbanzo ,Gin ,Ginger ,Ginger Kauf,Ginger Lot,Glass Window-Medium,Glass Window-Small,Glassware Bottle,Goat ,Gold ,Gold Bars,Gold Dust,Gold Western Europe,Grain ,Grains ,Ham ,Hay ,Herring ,Herring Baltic,Herring Flemish Red,Herring Piece,Honey ,Hops ,Horse shoes ,Insurance Fire,Iron ,Iron Bar,Iron Manufactured,Iron Manufactured Items,Iron Pig,Iron Wrought,Kerosene ,Lamb Icelandi salted,Lard ,Lead ,Lime ,Linen ,Linen Sacking,Linen Sail,Maize ,Malmsey ,Maple Syrup ,Meal Kauf,Meal Verkauf,Meat ,Meat Salted,Milk ,Millet ,Millet Kauf,Millet Retail,Millet Verkauf,Millet Wholesale,Miso ,Molasses ,Mortar ,Mustard ,Mutton ,Nails ,Nails Horse shoe,Nails Large,Nutmeg ,Oatmeal ,Oats ,Oats Paid,Oats Recieved,Oil ,Oil Lamp,Oil Linseed,Oil Olive,Oil Rapeseed,Oil Train,Oilcake ,Oranges Kauf,Ox ,Paper ,Paper Adler,Paper Chancellery,Paper COuncept,Paper Fine,Paper Foolscap,Paper Japanese,Paper Kauf,Paper Letter,Paper Parchment,Paper Post,Paper Rough,Paper Royal,Paper Silesian,Paper Swidnica,Paper Writing,Paper Writing-Median,Parchment ,Peas ,Peas Kauf,Peat ,Pepper ,Pepper Kauf,Pewter ,Pie Fruits ,Pike ,Pike Salt,Plum Damask,Pork ,Pork Backbone,Pork Dressed,Pork Kauf,Pork Mess ,Pork Verkauf,Potato ,Poultry ,Print ,Quicksilver Mercury,Raisins ,Rent High,Rent Housing,Rent Low,Rent Mid,Rice ,Rice British Empirial,Rice Glutinous,Rice Lower Yangzi,Rice Peng,Rice White,Rum ,Rye ,Rye Danish,Rye Kauf,Rye Koenigsberg,Rye Polish,Rye Verkauf,Saffron ,Saffron Domestic,Saffron Foreign,Saffron Kauf,Saffron Wild,Sake ,Salmon ,Salmon Salt,Salt ,Salt French-Iberian,Salt Ground,Salt Rock,Salt Spanish,Salt Zeeland,Sausage ,Saw Batten,Scythe ,Sheeting ,Shoes ,Shoes Kauf,Shot ,Shovel ,Shovel Spade,Silk Thread,Slave Probate,Slave Probate Deflated,Slave Sale,Soap ,Soap Brown,Socks ,Sorghum ,Soy ,Soya Sauce ,Soybean ,Speck Kauf,Speck Verkauf,Spelt ,Spirits ,Stockfish ,Stockfish Icelandic,Stockings ,Stockings Kauf,Straw ,Suet ,Sugar ,Sugar Ground,Sugar Loaf,Sugar Maple,Sugar White,Tallow ,Tallow Candle,Tar ,Tax Personal property,Tax Real estate,Tea ,Tea Zencha,Tiles ,Tobacco ,Transportation Freight-Ton,Transportation Passenger,Treacle ,Trenchers Equipment,Turkey Dressed,Turnips ,Turpentine ,Underpants Kauf,Veal ,Veal Calves,Veal Dressed,Veal Verkauf,Vinegar ,Vinegar Kauf,Wax ,Wax Candle,Wax Spanish,Wheat ,Wheat Black,Wheat British Empirial,Wheat Civil,Wheat Dozzinale,Wheat French,Wheat Kauf,Wheat Koenigsberg,Wheat Late,Wheat Mugi,Wheat Polish,Wheat St. Georgen,Wheat Swedish,Wheat Verkauf,Wheat White,Whiskey ,Wine ,Wine Ausschank,Wine French,Wine Green,Wine Green Fired,Wine Kauf,Wine Marc,Wine New,Wine Port,Wine Red Common,Wine Rhine,Wine San Pedro Telmo,Wine Verkauf,Wine White,Wood ,Wool ,Wool Unwashed,Wool Washed,Yerba 
1614,,,,,,,,,31.25796676,,0.378321266,,0.189392405,0.253805943,0.224504769,,,,19.95889815,,,,,,118.8333333,,,,,,,,0.010861535,,,0.016053016,0.740731369,,,,,,,,,,,,,2.740239357,,,,,,7.292952168,0.16454223,,17.58369659,14.601,,3.815861538,17.5524779,6.396300941,4.521428571,,3.654237288,,252.5677966,42.49011763,,155.3045542,,7.55117773,,,3.863023555,,,,,,,,,,20904.54,64.21721959,15.86543072,,,0.374044521,,,,,0.374044521,,,,12.59482157,,,,,0.247768836,,,,17317.63549,,,,,,44.94760531,,47.06627513,12.93775284,,105.5237514,,,,95.52980106,17.66722104,,60.91245002,,,1.897908518,,,,,,10.17,,,1.956257967,4.641767323,7.41592188,62.46671013,,,,,,7.830508475,1.920988669,,,,1.271907297,,,24.16302525,,,,,,,,,,,0.0304325,,,167.2092321,1.893039792,,,,,4.226749603,,,,,4.458660936,7.211002681,,,,,,2.43,,9.723325344,,,,269.08,,,,1.232142857,,0.499127876,0.222853999,,,,,,,,10.62284888,3.084062815,,,4.80721225,,0.482304116,1.890010046,,,2.960856257,,8.46440678,1234.530138,,,,,,129.7453804,,,,,50.42527227,,,,5.3568,,,,23.4546,,64.2176,,3.760699998,1.964014327,,,25.45754029,,11.22407116,,728.5,,,,,,,,,,,,,4.641767323,,,,,6.839140578,,,,,,,40.33865538,,,,,0.267794872,1475.26167,789.2228571,,,,,,,2.504301505,,0.723428571,,,,,,,,12.22735934,,,,8.791513751,,,,,73.43271431,,,0.149944974,,,,,,,,,,,,65.78194168,4.952784692,82.62275615,,,,,,4.446170582,,,,,,,,,,,2.536933352,,,,,0.201348083,,,,34.0268731,,,54.28336487,,60.49093838,0.423697726,,,0.390682318,,,,,,,0.540562366,,0.309076923,0.456713133,,20.15262094,0.967219917,,,,0.971241379,,0.685159481,3.808537465,0.046575546,,,1.584110345,,96.63636637,8.7582725,,,
1615,,,,,,,,,42.03876553,,0.200066356,,0.345506329,0.248991196,0.239911959,0.41650627,,,22.60592379,,,,,,139.0461233,,0.005333895,,,,0.559129707,,0.01219176,,0.009336856,,0.717473372,,,,,,,,,,,,,2.874656068,,,,,,7.348223188,0.16020409,,525.939057,18.567197,,3.729863077,17.71484375,6.030888084,,,,,456.9007878,31.03422861,,154.7426536,,8.346038544,1.823214286,,4.610192719,,,,,,,,,,,77.43841186,16.54537775,,,,,,112.2484926,,,,,,11.34961895,,,,,0.24927911,,,,12241.779,,,,,1.373473918,46.29905196,,49.62869562,13.03580405,,115.090947,,,,92.33030505,17.74466671,,53.51433638,,,2.285441678,,,,,,10.17,,,1.956257967,4.184973963,10.03049656,72.06809389,,,,,,7.830508475,2.053749879,,,,0.896045203,,,16.10868363,,,,,,,,,,,0.0357525,,,222.2637889,4.671610311,,,,,5.884221711,,,,,,7.592455142,,,,,,2.43,,10.35099187,15.87078385,,,,,,,,,0.553981519,0.202219369,,,,,,,,8.216244537,3.125739166,4.287213095,,,,0.538087325,2.947199867,,,2.877097446,7.76450299,11.26101695,1192.615042,,,,,,106.4444157,,,,,50.71319247,,,,,,27.297,191.5584,19.1438676,,67.9296,,2.740025179,1.390462284,,,25.36549368,,8.128648571,,535.7649,,,,,,,,,,,,,4.184973963,,,,,2.117483102,,,,0.3453,,,44.12762258,,,,,0.388820513,506.7773251,389.9571429,,,43.32857143,,,,2.55090406,,,,,,,,,,12.22735934,,,,6.749030802,,,,,69.48649297,,,0.123807777,,,,,,,,,,,,76.69299375,5.372240154,109.8217858,,,,,,4.646155867,,,,,,0.118548387,,,,,,,,,,3055.115483,,,,35.91968538,,,13.0499349,,61.47905207,0.425073368,,,0.392745781,,,,,,,0.45322917,,,0.459464417,,267.7961594,0.764315353,,,,0.876358621,119.724,0.456772987,3.684814732,0.046908228,,,1.519117241,,93.98151686,9.481529874,,,
1616,,,,,,,,,34.56594749,,0.22952481,,,0.242800807,0.220102715,0.347482921,,,18.52499448,,,,,,122.3726308,,,,,0.921269373,,,0.011672206,,0.008376992,0.017865622,,,,,,,,,,,,,,2.694948027,,,,,,7.847098911,0.174139903,,5001.194513,27.77616,,3.608675146,17.12446733,20.68225871,,,4.252881356,,4.256355932,28.01760074,,141.8643543,,7.869122056,,,4.888394004,,,,,,,,,,1.498335183,71.7721866,16.24317907,,,,,,,,,,,,11.06974364,,,,,,,,,15624.09,,,,,7,46.81063801,,49.7184849,12.17595548,,151.6966282,,,,94.63722731,19.39313241,,49.45848287,,,2.409738174,,,,,,10.17,,,1.682865757,4.770063334,10.90796321,59.40890708,,,,,,12.16101695,1.708480651,,,,1.009590277,,,25.67321376,,,,,,,,,,,,,,227.1100984,4.330295757,,,,,5.566171543,,,,,3.661298194,,,,,,,2.43,,,16.27772702,,,,,,,,,0.432257436,0.173881145,,,,,,,0.003694688,9.043662495,3.139326187,4.530891299,,,,,2.381212138,,,3.062453687,7.76450299,10.94491525,1296.596264,,,,,,114.5756356,,,,,54.0972246,,,,6.94404,,,,20.25345,,77.7664,,19.52559559,1.871138516,,,26.07265447,,10.81144919,,,,,,,,,,,,,,,4.770063334,,,,,6.020237269,,,,,,,45.10673462,,,,,,408.2401116,596.3480714,,,,,,,1.53673282,,0.711285714,,,,,,,,12.95785295,,,,6.749030802,,,,,59.50413533,,,0.120093544,,,,,,,,,,,,83.71677353,5.324245345,93.08570054,,,,,,5.004668528,,,,,,0.123290323,,,,,3.382577557,,,,,2143.131152,,,,35.03035682,,,13.32854374,,61.22935703,0.403750917,,,0.367296405,,,,,,,0.667797797,,,0.437454145,,17.27805379,,,,,,115.734,0.380644156,3.427270761,0.035264342,,,1.240386207,,113.7174808,10.6369276,,,
1617,,,,,,,,,31.12013261,,0.11127616,,,0.31502201,0.305392517,0.267849569,,,24.84983185,,1.341071429,,,,140.883645,,,,,1.113741697,,,0.010874749,,0.012234092,,,,,,,,,,,,,,,2.208088466,,,,,,7.005210219,0.162904148,,3663.2745,14.8323675,3.836383929,3.698003077,16.9362571,6.2676666,,,5.086101695,,,33.39780539,,140.2395156,,6.875546039,,,4.64993576,,,,,,,,,,,75.5496701,16.62092742,,,,,,,,,,,,10.9331051,,,,,0.252467466,,,,16490.64566,,,,,,48.28488081,,52.33529609,12.14926516,,113.9756991,,,,93.31354698,17.18319728,,50.69780358,,,2.324724646,,,,,,10.17,,,1.956257967,5.15608867,6.670093324,54.67684759,2.012668686,,,,,10.72033898,2.470139569,,,,1.319306978,,,16.10868363,,,,,,,,,,,0.027630313,,,191.0350492,4.563437049,,,,,5.852848597,,,,,,6.197438179,,,,,,2.43,,10.35099187,14.64995432,,,,,,,,,0.507643448,0.279255319,,,,,,,,9.043662495,2.999977034,4.865696086,,4.80721225,,0.907748049,2.133525326,,,2.926478522,7.089334334,6.823728814,1165.418693,,,,,,111.9405569,,34.374,,,57.93698088,,,,,,,137.3544,28.4724225,,71.8272,,,1.746953144,,,26.1308007,,12.3380833,,,,,,,,,,,,,,,5.15608867,,,,,6.006355557,,,,,,,45.6910278,,,,,0.330495726,,,,,,,,,2.043647657,,,,,,,,,,13.4562275,,,,6.393391698,,,,,57.58414967,,,0.16782832,,,,,,,,,,,,69.204048,4.701431244,110.3759539,,,,,,4.587678774,,,,,,0.118548387,,,,,,,,,,2523.380171,,,,34.89057439,,,55.31478582,,71.35446232,0.516553558,,,0.482162509,,,,,,,0.597780666,,0.388820513,0.550944607,,316.3428129,0.906224066,,,,0.851406897,114.462,0.913545975,3.679972385,0.040254579,,,1.497489655,,97.95734549,11.22515994,,,
1618,,,,,,,,,29.8423581,,0.189092147,,,0.370047689,0.368672047,0.204672577,,,44091.2782,,,,,,120.94818,,,,,1.007468635,0.724797768,,,,,0.015143087,,,,,,,,,,,,,,2.719337984,,,,,,6.758136723,0.168506595,,5281.268182,,3.836383929,3.564610823,16.9362571,6.511799344,,,4.377966102,,462.1043559,57.07612402,,171.2108227,,6.95503212,,,5.285824411,,,,,,,,,,0.998890122,75.5496701,16.8098016,13.29356271,,0.374044521,,102.4140325,85.11894756,,0.374044521,,,,11.85889945,,,,,0.264969178,,,,15467.42295,,,,,,48.38672431,,50.43532533,11.30446947,,147.1785771,,,,88.10829123,17.66722104,,57.69396571,,,1.495089991,,,,,,10.17,,,1.956257967,5.966799475,7.174999729,54.21953504,,,,,,10.33686441,1.751426755,,,,1.183995318,,,24.16302525,,,,,,,,,,,,,,188.5640835,1.935769444,,,,65.14031153,5.753926448,,,,,5.37345173,6.39135317,,,,,,2.43,,12.1679213,,,,,,,,,,0.507643448,0.254368705,,,,,,,0.003252813,9.043662495,9.200931765,4.276625812,,4.80721225,,0.92256687,1.988883288,,,3.538780241,,7.122881356,14.93785242,,,,,,116.1484157,,30.07725,,,53.83537523,,,,,,,,17.6901021,,67.3728,,2.740025179,1.400513714,,,34.27547042,,13.27444399,,457.848,,,,,,,,,,,,,5.966799475,,,,,6.437321891,,,,,,,40.89607349,,,,,,,506.4026786,,,,,,,1.988355699,,,,,,,,,,11.96109153,,,,9.372275438,24.16302283,,,,74.40794484,,,0.11307777,,,,,,,,,,,,67.79580759,4.80435108,109.8419103,,,,,,4.379572787,,,,,,0.118548387,,,,,1.232820101,,,,,2184.940304,,,,27.22206633,,,14.09943404,,72.13585606,0.539251651,,,0.506236244,,,,,,,,,,0.578732575,,19.45133903,,,,,,114.462,0.913545975,4.170476292,0.041585309,348.3832218,,,,111.1437195,10.58841715,,,
1619,,,,,,,,,29.37274065,,0.291440908,,,0.420946442,0.410629127,0.232477516,,,17.46237535,,,,,,,,,,,1.122243542,0.559129707,,0.010874749,,0.010195077,,0.704588775,,,,,,,,,,,,,2.955952828,,,,,,6.75121441,0.167393444,,20.32873251,,4.01,,,6.22748925,,,4.683728814,,4.256355932,0.360635385,,16.79044435,,8.306295503,,,4.212762313,,,,,,,,,,,63.80557075,15.76372924,,,,,109.5355381,93.59693039,,,,,,7.829164288,,,,,0.252467466,,,,,,,,,,46.3036821,,54.3336394,12.67784919,,117.9632057,,,,86.25345021,18.85433769,,50.85241366,,,2.157981729,,,,,,10.17,,,1.956257967,4.883420431,6.158065708,55.12775779,,,,,,7.904661017,1.129999963,,,,1.137674859,,,32.21736788,,,,,,,,,,,0.043879063,,,174.4197787,5.873938311,,,,,8.627756296,,,,,3.83866167,6.061686185,,,,,,2.43,,9.26906626,,,,,,,,,,0.507643448,0.313946508,,,,,,,0.0036575,9.043662495,9.251660057,6.809637577,,4.363828596,,,2.215406075,,,3.29152045,5.998446074,7.296610169,11.57457442,,,,,,109.3189592,,,,,53.83231747,,,,,,,,,,,,20.0448,0.845389725,,,23.00040868,,12.1493137,,,,,,,,,,,,,,,4.883420431,,,,,6.453697947,,,,,,,38.86911755,,,,,,,,,,,,,,1.900977463,,,,,,,,,,12.22735934,,,,12.29106911,26.09904653,,,,68.19859336,,,0.18458614,,,,,,,,,,,4.945,80.54824793,4.856771819,108.2756434,,,,,,4.70542069,,,,,,0.113076923,,,,,,,,,,4.790671855,,,,44.17930378,,,52.85824411,,69.03950541,0.557822817,,,0.52480741,,,,,,,0.505930236,,,0.590838225,,19.56334539,,,,,,,0.570966234,4.743253289,0.078009774,5.724608089,,,,117.9534593,11.11405676,,,
1620,,,,,,,,,30.95749958,,0.321948712,,,0.313646368,0.32039952,0.264894469,,,22.73833022,,,,,,,,,,,0.821372694,0.559129707,,,,,,,,,,,,,,,,,,,3.298046841,,,,,,8.730032743,0.165215441,,21.65447648,,,,,6.22748925,6.743823474,,3.891525424,,4.343220339,0.350760226,,12.97368384,,10.61139186,,,5.80248394,,,,,,,,,,,67.55883961,15.01307547,,,,,112.5876119,,,,,,,7.915665512,,,,,,,,,,,,,,,46.35515408,,55.6214414,12.28306831,,136.9682654,,,,94.16074842,21.27141183,,56.68630163,,,2.233635663,,,,,,10.17,,,1.956257967,4.877750168,7.358104705,61.96511197,2.028642247,,,,,7.296610169,0.790000026,,,,0.795366378,,,20.13585552,,,,,,,,,,,,2.598,,225.8569682,6.37189485,,,,65.14031153,6.443078684,,,,,3.896397789,7.025778374,,,,,,2.43,,9.521333271,44.08551069,,,,,,,,,0.507643448,0.222853999,,,,,,,0.004875938,9.043662495,8.647388942,4.66610495,,4.329778879,,0.529443186,2.29987357,,,3.062453687,5.171637906,7.296610169,10.51423161,,,,,,64.21304969,,,,,53.63507204,,,,,,,,,,69.6,,23.01316148,1.63518111,,,24.60724202,,10.56201086,,,,,,,,,,,,,,,,,,,,6.835091141,,,0.550232992,,,,38.28715936,,,,,,,,,,,,,,2.210176058,,0.928714286,1.453571429,,,,,,,12.22735934,,,,8.555419225,,,,,47.27620334,,,0.132811979,,,,,,,,,,,3.44,79.51743915,4.876427989,123.6673358,,,,,,4.721786305,,,,,,0.127211538,,,,,1.35303066,,,,,10.43753956,,,,29.0743039,,,49.28137045,,59.68310271,0.410629127,,,0.37761372,,,,,,,0.865803232,,,0.443644534,,19.58560223,,,,,,,0.628062858,4.895915314,0.061812829,,,,,108.354053,10.8177541,,,
1621,,,,,,,,,25.30497543,,0.632650307,,,0.376513206,0.372798973,0.27358559,,,20.053884,,1.464285714,,,,,,0.008156061,,,,,,0.011654105,,0.012388151,,0.740731369,,,,,,,,,,,,,2.945264713,,2.577,,,,8.134487387,0.161473506,,39.41258867,,,,,23.97079572,,,4.489152542,,12.16101695,0.390857213,,23.10753971,,22.89199143,,,11.24728051,,,,,,,,,,,67.55883961,15.38840236,11.23751387,,,,,,,,,,,8.076372084,,,,,,,,,,,,143.588016,,,43.53849481,,53.30427558,9.270308796,,133.7479769,,,,92.21016563,17.18319728,,59.35329204,,,2.257850603,,,,,,10.17,,,1.956257967,4.568211092,0.599649253,60.92578609,,,,,,8.2,1.289373704,,,,1.253062534,,,18.12226844,,,,,1.023531507,,,,,,,,,204.1479375,2.073149384,,,,48.85523719,9.439542192,,,,,3.947511903,5.992124416,,,,,,2.43,,7.276782201,,,,,,,,1.15,,0.529405314,0.345161075,,,,,,,,15.9152256,2.924391083,3.986920177,,4.866294794,,0.659240794,2.663952284,,,3.256670169,4.726218674,9.728813559,8.156560796,,,,,,105.7014421,,,,,64.36768254,,,,,,,,,,160.3584,,25.69703301,2.524656286,,,22.24295858,,7.821619907,,,,,,,,,,,,,,,,,,,,2.405273109,,,,,,,31.40979917,,,,,0.407470085,,,,,57.54575893,,,,5.202863032,,0.982142857,1.430357143,,,,,,,11.64009972,,,,7.181447107,32.04866672,,,,7.2797934,,,0.204095244,,,,,,,,,,,,87.46225755,5.052044346,97.2669921,,,,,,4.827434574,,,,,,0.131923077,,,,,,,,,,6.644419357,,,,29.94187457,,,32.58929336,,65.23686894,0.564976156,,,0.531960748,,,,,,,1.93337626,,,0.597991563,,16.55261893,,,,,1.345572414,,0.256934805,4.925265826,0.044624235,,,1.954,,79.29294302,9.533145082,,,
1622,,,,,,,,,30.88518394,,1.420018761,,,0.298514307,0.288884813,0.385029716,,,43.27163748,,,,,,,,,,,,1.918125523,,0.015922444,,0.02227511,,0.704588775,,,,,,,,,,,,,3.03510842,,,,,,8.134459907,0.165252406,,77.16686004,,,,,5.852339295,,,11.99423729,,21.88983051,0.422442916,,54.65564586,,40.10072805,,,19.47408994,,,,,,,,,,,63.48903,14.69418328,,,,,,,,,,,,8.58223846,,,,,,,,,,,,79.938144,,1.66481687,46.5577969,,53.30409551,11.37926561,,159.8590772,,,,91.83927378,21.88969556,,57.4903776,,,2.035340038,,,,,,10.17,,,1.956257967,4.631768601,7.133475789,62.79368443,,,,,,,2.835717565,,,,1.485503218,,,22.14944151,,,,,1.525790764,,,,,,,,,206.1788333,11.57315954,,,,48.06294867,6.75845614,,,,,4.091875745,8.461420012,,,,,,2.43,,,31.87721542,,,,,,,,,0.507643448,0.245964784,,,,,,,,9.812579997,2.924391083,4.707556008,,,,0.72609137,4.758393533,,,2.486419888,5.76261548,31.06271186,11.83798919,,,,,,111.9878262,,34.374,,,57.73266223,,,,,,,,,,240.5376,,79.86353563,4.458817001,,,22.905237,,10.6202832,,,,,,,,,,,,,,,,,,,,6.860970179,,,,,,,39.94345582,,,,,0.790752137,,,,,95.90959821,,,,8.157272247,,,,,,,,,,11.71833852,,,,6.749030802,,,,,61.96745022,,,0.117204696,,,,,,,,,,,8.6,89.03507187,4.344683798,100.4172285,,,,,,4.609337707,,,,,,,,,,,0.597960913,,,,,33.54406679,,,,43.9997292,,,,,83.29975717,0.603906823,,,0.570891416,,,,,,,0.644157604,,,0.63692223,,20.07457539,,,,,,,0.342579741,5.206752017,0.051565783,,,3.852124138,,93.77057747,8.186231702,,,
1623,,,,,,,,,40.19349868,,0.613530209,,,0.289985326,0.304429567,0.29114852,,,38.26696886,,,,,,,,,,,,0.921528591,0.054373743,,,,,0.704588775,,,,,,,,,,,,,3.489673553,,,,,,8.065305801,0.167332558,,28.41047714,,,,,44.48257484,,,3.28,,9.120762712,0.547248612,,15.57856608,,10.92933619,,,12.12162741,,,,,,,,,,,65.25261416,14.814107,,,,,,115.3005664,,,,,,8.129283361,,,,,,,,,,,,,,2.330743618,42.69929822,,43.80087715,10.66053095,,106.279579,,,,75.62320167,6.41651993,,51.45664393,,,1.867397406,,,,,,10.17,,,,3.500047299,10.17111556,64.88500193,,,,,,8.512711864,1.549223132,,,,1.505594117,,,20.13585552,,,,,0.341177302,,,,,,,,,209.6452706,6.364487796,,,,,7.804554569,,,,,4.047079389,6.237547085,,,,,,2.43,,9.146653503,,,,,,,,,,,0.243863803,,,,,,,,9.043662495,25.81638252,3.23820851,,4.45152655,,0.769847052,2.893866551,,,3.63801494,6.07657034,9.728813559,11.9385298,,,,,,110.8717046,,,,,55.42870959,,,,,,,,,,100.998,,27.6544,3.354843778,,,21.40878706,,10.85224187,,,,,,,,,,,,,,,,,,,,6.563694026,,,,,,,56.47676743,,,,,,,,,,122.7642857,,,,4.846689427,,,,,,,,,,12.32252649,,,,9.159850977,,,,,64.8409158,,,0.13656373,,,,,,,,,,,,81.31401257,4.528505541,157.1510571,,,,,,4.166345124,,,,,,,,,,,1.691289084,,,,,2.926169648,,,,40.09746979,,,,,74.6270758,0.468681218,,,0.435665811,,,,,,,0.991210259,,,0.501696625,,17.95304674,,,,,,,0.228386494,3.835217885,0.050633871,,,,,99.74601786,7.709248271,,,
1624,,,,,,,,,35.35051658,,0.629889571,,,0.315434703,0.257107483,0.270528787,,,21.08103364,,,,,,,,,,,,,,,,0.021560092,,0.628960864,,,,,,,,,,,,,3.314061901,,,,,,8.129504015,0.161145891,,4.576215924,,,,,22.80080994,,,3.641355932,,7.296610169,0.440007776,,15.63076528,,14.30749465,,,7.51143469,,,,,,,,,,,62.79382001,14.25589427,,,,,,,,,,,,8.585680628,,,,,,,,,,,,,,,45.60117505,,45.55881603,12.97048143,,135.2286919,,,,83.41558121,17.26064412,,49.47366895,,,2.024436925,,,,,,10.17,,,1.956257967,3.97235764,6.389543924,56.32043874,,,,,,6.080508475,1.258892794,,,,1.223440024,,,,,,,,,,,,,,,,,182.815951,4.042610368,,,,,3.987788762,,,,,4.010269646,7.702669905,,,,,,2.43,,9.480067024,24.41659054,,,,,,,,,0.611304579,0.217764123,,,,,,,,8.874555376,2.924391083,4.562626986,,4.370192955,,0.92256687,3.302085269,,,3.849006811,6.140710475,8.512711864,13.60288244,,,,,,106.8901506,,,,,57.89462126,,,,,,,,,,80.736,,,1.896460151,,,22.14548301,,11.71750271,,,,,,,,,,,,,,,,,,,,7.680984292,,,0.498648649,,,,60.06654898,,,0.611785714,0.6275,,,733.3714286,,,106.95,,,,2.944089854,,1.804428571,3.055357143,,,,,,,11.83909286,,,,7.480621746,,,,,49.07231931,,,0.131373808,,,,,,,,,,,,75.78818108,4.540195089,80.28088256,,,,,,4.630909024,,,,,,0.136347826,,,,,1.691289084,,,,,13.22200964,,,,35.69432334,,,40.93533191,,66.17854041,0.506924065,,,0.473220836,,,,,,,0.817404293,,,0.539939472,,19.22383438,,,,,,,0.304515325,4.42311964,0.039757966,,,1.517448276,,99.8427186,8.186231702,,,
1625,,,,,,,,,43.11893443,,0.340210356,0.154329114,,0.420946442,0.424385547,0.288233673,,,20.105692,,1.717857143,,,,,,,,,,0.955280335,,,,,,0.666277156,,,,,,,,,,,,,2.984741779,,,,,,8.354962562,0.162897568,,19.95568107,,,,,22.39378639,4.582142857,,3.238305085,,6.080508475,0.32672675,,16.42419748,,,,,6.208137045,,,,,,,,,,,64.15152422,15.27417243,,,,,,,,,,,,8.197029006,,32.144112,,,,,,,,,,,,2.164261931,47.58632761,49.4208,50.98595941,12.51473549,,102.685576,,,,81.57948346,17.66722104,,51.97446746,,,2.172651693,,,,,,10.17,,,1.956257967,3.940578667,5.252024375,61.02780024,,,,,,5.76779661,1.648669502,,,,1.51393706,,,16.10868363,,,,,,,,,,,,,,166.9404087,2.001213792,,,,,3.320589682,,,,,4.04493905,9.919534648,,,,,,2.43,,9.292372372,,,,,,0.956670886,,1.728571429,,0.507643448,0.357166678,,,,,,,,9.922056772,9.210129841,4.168720232,,4.474228289,,1.037887692,3.267453737,,,2.693513253,6.059688815,10.94491525,9.406208184,,,,2.511,,121.6357983,,,,,72.00895478,,42.78,,,,,,,,,,2.959567402,3.603782273,0.785202532,,22.18718121,,11.84149256,,,,,,,,,,,,,,,,,,,,9.548614353,,,0.412674744,0.3284,,,54.69226876,,,,0.612142857,,,,,,,,,,2.81988002,,1.375714286,,,,,,,,12.72664732,,,,10.33279595,,,,,66.78632367,,,0.237110652,,,,,,,,,,,,79.25451304,4.68472859,100.4579729,,,,,,4.99001633,,,,,,0.127826087,,,,,1.691289084,,,,,2.659468839,,,,35.99256602,,,45.00899358,,69.57686128,0.5847854,,,0.552457814,,,,,,,0.908609404,,,0.617800807,,20.11676858,1.355186722,,,,0.887668966,,0.456772987,4.290384037,0.044839811,,,1.839034483,,96.13544993,8.449030342,,,
